"filename","DGPid","trueATE"
"low2009",41,0.106286795757474
"low201",62,2
"low2010",38,2.5
"low2011",23,0.195290625734048
"low2012",44,0.08229957
"low2013",38,2.5
"low2014",39,6.27029602260378
"low2015",38,2.5
"low2016",39,6.27029602260378
"low2017",39,6.27029602260378
"low2018",43,0.195466539541223
"low2019",38,2.5
"low202",18,0.147047058600875
"low2020",23,0.195290625734048
"low2021",38,2.5
"low2022",40,6.96198490740555
"low2023",24,0.200014840066845
"low2024",40,6.96198490740555
"low2025",22,0.1585275019832
"low2026",21,0.174969387969941
"low2027",44,0.08229957
"low2028",22,0.1585275019832
"low2029",44,0.08229957
"low203",57,0.5
"low2030",23,0.195290625734048
"low2031",24,0.200014840066845
"low2032",23,0.195290625734048
"low2033",44,0.08229957
"low2034",41,0.106286795757474
"low2035",23,0.195290625734048
"low2036",21,0.174969387969941
"low2037",38,2.5
"low2038",39,6.27029602260378
"low2039",21,0.174969387969941
"low204",63,-2
"low2040",23,0.195290625734048
"low2041",37,4
"low2042",24,0.200014840066845
"low2043",24,0.200014840066845
"low2044",37,4
"low2045",21,0.174969387969941
"low2046",43,0.195466539541223
"low2047",24,0.200014840066845
"low2048",38,2.5
"low2049",43,0.195466539541223
"low205",61,2
"low2050",40,6.96198490740555
"low2051",42,0.185291711866986
"low2052",22,0.1585275019832
"low2053",43,0.195466539541223
"low2054",39,6.27029602260378
"low2055",21,0.174969387969941
"low2056",44,0.08229957
"low2057",21,0.174969387969941
"low2058",43,0.195466539541223
"low2059",23,0.195290625734048
"low206",62,2
"low2060",23,0.195290625734048
"low2061",24,0.200014840066845
"low2062",23,0.195290625734048
"low2063",23,0.195290625734048
"low2064",23,0.195290625734048
"low2065",40,6.96198490740555
"low2066",44,0.08229957
"low2067",22,0.1585275019832
"low2068",22,0.1585275019832
"low2069",21,0.174969387969941
"low207",61,2
"low2070",23,0.195290625734048
"low2071",37,4
"low2072",24,0.200014840066845
"low2073",40,6.96198490740555
"low2074",39,6.27029602260378
"low2075",37,4
"low2076",21,0.174969387969941
"low2077",42,0.185291711866986
"low2078",38,2.5
"low2079",43,0.195466539541223
"low208",33,0.0995898753689496
"low2080",40,6.96198490740555
"low2081",38,2.5
"low2082",21,0.174969387969941
"low2083",40,6.96198490740555
"low2084",40,6.96198490740555
"low2085",21,0.174969387969941
"low2086",40,6.96198490740555
"low2087",38,2.5
"low2088",41,0.106286795757474
"low2089",40,6.96198490740555
"low209",20,0.156759654487529
"low2090",38,2.5
"low2091",21,0.174969387969941
"low2092",42,0.185291711866986
"low2093",42,0.185291711866986
"low2094",24,0.200014840066845
"low2095",42,0.185291711866986
"low2096",42,0.185291711866986
"low2097",44,0.08229957
"low2098",37,4
"low2099",37,4
"low21",20,0.156759654487529
"low210",33,0.0995898753689496
"low2100",22,0.1585275019832
"low2101",39,6.27029602260378
"low2102",24,0.200014840066845
"low2103",43,0.195466539541223
"low2104",22,0.1585275019832
"low2105",39,6.27029602260378
"low2106",41,0.106286795757474
"low2107",39,6.27029602260378
"low2108",37,4
"low2109",40,6.96198490740555
"low211",17,0.106696525376334
"low2110",21,0.174969387969941
"low2111",23,0.195290625734048
"low2112",37,4
"low2113",24,0.200014840066845
"low2114",41,0.106286795757474
"low2115",42,0.185291711866986
"low2116",39,6.27029602260378
"low2117",37,4
"low2118",40,6.96198490740555
"low2119",37,4
"low212",31,2
"low2120",41,0.106286795757474
"low2121",41,0.106286795757474
"low2122",42,0.185291711866986
"low2123",21,0.174969387969941
"low2124",44,0.08229957
"low2125",23,0.195290625734048
"low2126",44,0.08229957
"low2127",23,0.195290625734048
"low2128",23,0.195290625734048
"low2129",39,6.27029602260378
"low213",36,0.0940840672965854
"low2130",21,0.174969387969941
"low2131",43,0.195466539541223
"low2132",41,0.106286795757474
"low2133",38,2.5
"low2134",44,0.08229957
"low2135",24,0.200014840066845
"low2136",43,0.195466539541223
"low2137",41,0.106286795757474
"low2138",40,6.96198490740555
"low2139",22,0.1585275019832
"low214",20,0.156759654487529
"low2140",41,0.106286795757474
"low2141",37,4
"low2142",39,6.27029602260378
"low2143",42,0.185291711866986
"low2144",23,0.195290625734048
"low2145",21,0.174969387969941
"low2146",41,0.106286795757474
"low2147",38,2.5
"low2148",41,0.106286795757474
"low2149",37,4
"low215",17,0.106696525376334
"low2150",41,0.106286795757474
"low2151",23,0.195290625734048
"low2152",22,0.1585275019832
"low2153",40,6.96198490740555
"low2154",41,0.106286795757474
"low2155",21,0.174969387969941
"low2156",24,0.200014840066845
"low2157",42,0.185291711866986
"low2158",39,6.27029602260378
"low2159",38,2.5
"low216",19,0.120725663548369
"low2160",37,4
"low2161",39,6.27029602260378
"low2162",22,0.1585275019832
"low2163",38,2.5
"low2164",21,0.174969387969941
"low2165",37,4
"low2166",24,0.200014840066845
"low2167",23,0.195290625734048
"low2168",42,0.185291711866986
"low2169",22,0.1585275019832
"low217",20,0.156759654487529
"low2170",41,0.106286795757474
"low2171",23,0.195290625734048
"low2172",39,6.27029602260378
"low2173",44,0.08229957
"low2174",41,0.106286795757474
"low2175",43,0.195466539541223
"low2176",24,0.200014840066845
"low2177",37,4
"low2178",44,0.08229957
"low2179",24,0.200014840066845
"low218",18,0.147047058600875
"low2180",41,0.106286795757474
"low2181",42,0.185291711866986
"low2182",39,6.27029602260378
"low2183",39,6.27029602260378
"low2184",40,6.96198490740555
"low2185",38,2.5
"low2186",43,0.195466539541223
"low2187",37,4
"low2188",37,4
"low2189",41,0.106286795757474
"low219",36,0.0940840672965854
"low2190",40,6.96198490740555
"low2191",42,0.185291711866986
"low2192",44,0.08229957
"low2193",37,4
"low2194",38,2.5
"low2195",39,6.27029602260378
"low2196",41,0.106286795757474
"low2197",22,0.1585275019832
"low2198",39,6.27029602260378
"low2199",40,6.96198490740555
"low22",36,0.0940840672965854
"low220",59,-0.8
"low2200",41,0.106286795757474
"low2201",23,0.195290625734048
"low2202",43,0.195466539541223
"low2203",23,0.195290625734048
"low2204",21,0.174969387969941
"low2205",37,4
"low2206",22,0.1585275019832
"low2207",22,0.1585275019832
"low2208",42,0.185291711866986
"low2209",40,6.96198490740555
"low221",35,0.122643947648726
"low2210",41,0.106286795757474
"low2211",23,0.195290625734048
"low2212",39,6.27029602260378
"low2213",37,4
"low2214",44,0.08229957
"low2215",24,0.200014840066845
"low2216",43,0.195466539541223
"low2217",43,0.195466539541223
"low2218",21,0.174969387969941
"low2219",37,4
"low222",36,0.0940840672965854
"low2220",40,6.96198490740555
"low2221",38,2.5
"low2222",38,2.5
"low2223",39,6.27029602260378
"low2224",22,0.1585275019832
"low2225",44,0.08229957
"low2226",37,4
"low2227",44,0.08229957
"low2228",39,6.27029602260378
"low2229",21,0.174969387969941
"low223",18,0.147047058600875
"low2230",37,4
"low2231",24,0.200014840066845
"low2232",21,0.174969387969941
"low2233",37,4
"low2234",38,2.5
"low2235",23,0.195290625734048
"low2236",41,0.106286795757474
"low2237",37,4
"low2238",39,6.27029602260378
"low2239",43,0.195466539541223
"low224",29,4
"low2240",24,0.200014840066845
"low2241",38,2.5
"low2242",44,0.08229957
"low2243",43,0.195466539541223
"low2244",42,0.185291711866986
"low2245",41,0.106286795757474
"low2246",41,0.106286795757474
"low2247",24,0.200014840066845
"low2248",41,0.106286795757474
"low2249",22,0.1585275019832
"low225",57,0.5
"low2250",39,6.27029602260378
"low2251",40,6.96198490740555
"low2252",42,0.185291711866986
"low2253",39,6.27029602260378
"low2254",24,0.200014840066845
"low2255",39,6.27029602260378
"low2256",39,6.27029602260378
"low2257",38,2.5
"low2258",44,0.08229957
"low2259",40,6.96198490740555
"low226",29,4
"low2260",23,0.195290625734048
"low2261",22,0.1585275019832
"low2262",42,0.185291711866986
"low2263",43,0.195466539541223
"low2264",43,0.195466539541223
"low2265",41,0.106286795757474
"low2266",43,0.195466539541223
"low2267",24,0.200014840066845
"low2268",41,0.106286795757474
"low2269",23,0.195290625734048
"low227",64,3.625
"low2270",22,0.1585275019832
"low2271",40,6.96198490740555
"low2272",42,0.185291711866986
"low2273",44,0.08229957
"low2274",39,6.27029602260378
"low2275",37,4
"low2276",40,6.96198490740555
"low2277",22,0.1585275019832
"low2278",43,0.195466539541223
"low2279",39,6.27029602260378
"low228",20,0.156759654487529
"low2280",42,0.185291711866986
"low2281",41,0.106286795757474
"low2282",23,0.195290625734048
"low2283",43,0.195466539541223
"low2284",40,6.96198490740555
"low2285",40,6.96198490740555
"low2286",37,4
"low2287",23,0.195290625734048
"low2288",24,0.200014840066845
"low2289",40,6.96198490740555
"low229",63,-2
"low2290",42,0.185291711866986
"low2291",39,6.27029602260378
"low2292",37,4
"low2293",24,0.200014840066845
"low2294",40,6.96198490740555
"low2295",44,0.08229957
"low2296",44,0.08229957
"low2297",38,2.5
"low2298",38,2.5
"low2299",40,6.96198490740555
"low23",34,0.0496296933010442
"low230",34,0.0496296933010442
"low2300",21,0.174969387969941
"low2301",41,0.106286795757474
"low2302",40,6.96198490740555
"low2303",23,0.195290625734048
"low2304",21,0.174969387969941
"low2305",37,4
"low2306",37,4
"low2307",39,6.27029602260378
"low2308",42,0.185291711866986
"low2309",21,0.174969387969941
"low231",35,0.122643947648726
"low2310",44,0.08229957
"low2311",37,4
"low2312",21,0.174969387969941
"low2313",22,0.1585275019832
"low2314",24,0.200014840066845
"low2315",38,2.5
"low2316",43,0.195466539541223
"low2317",21,0.174969387969941
"low2318",39,6.27029602260378
"low2319",24,0.200014840066845
"low232",57,0.5
"low2320",39,6.27029602260378
"low2321",42,0.185291711866986
"low2322",38,2.5
"low2323",40,6.96198490740555
"low2324",40,6.96198490740555
"low2325",43,0.195466539541223
"low2326",37,4
"low2327",44,0.08229957
"low2328",21,0.174969387969941
"low2329",37,4
"low233",58,1
"low2330",39,6.27029602260378
"low2331",24,0.200014840066845
"low2332",43,0.195466539541223
"low2333",23,0.195290625734048
"low2334",42,0.185291711866986
"low2335",21,0.174969387969941
"low2336",22,0.1585275019832
"low2337",41,0.106286795757474
"low2338",37,4
"low2339",38,2.5
"low234",31,2
"low2340",43,0.195466539541223
"low2341",23,0.195290625734048
"low2342",21,0.174969387969941
"low2343",44,0.08229957
"low2344",40,6.96198490740555
"low2345",37,4
"low2346",24,0.200014840066845
"low2347",23,0.195290625734048
"low2348",40,6.96198490740555
"low2349",44,0.08229957
"low235",36,0.0940840672965854
"low2350",41,0.106286795757474
"low2351",38,2.5
"low2352",44,0.08229957
"low2353",40,6.96198490740555
"low2354",38,2.5
"low2355",41,0.106286795757474
"low2356",40,6.96198490740555
"low2357",41,0.106286795757474
"low2358",41,0.106286795757474
"low2359",43,0.195466539541223
"low236",31,2
"low2360",38,2.5
"low2361",39,6.27029602260378
"low2362",37,4
"low2363",43,0.195466539541223
"low2364",22,0.1585275019832
"low2365",41,0.106286795757474
"low2366",44,0.08229957
"low2367",22,0.1585275019832
"low2368",23,0.195290625734048
"low2369",42,0.185291711866986
"low237",61,2
"low2370",40,6.96198490740555
"low2371",22,0.1585275019832
"low2372",37,4
"low2373",37,4
"low2374",42,0.185291711866986
"low2375",38,2.5
"low2376",39,6.27029602260378
"low2377",22,0.1585275019832
"low2378",43,0.195466539541223
"low2379",41,0.106286795757474
"low238",64,3.625
"low2380",42,0.185291711866986
"low2381",44,0.08229957
"low2382",21,0.174969387969941
"low2383",44,0.08229957
"low2384",43,0.195466539541223
"low2385",43,0.195466539541223
"low2386",40,6.96198490740555
"low2387",41,0.106286795757474
"low2388",21,0.174969387969941
"low2389",43,0.195466539541223
"low239",29,4
"low2390",39,6.27029602260378
"low2391",21,0.174969387969941
"low2392",24,0.200014840066845
"low2393",38,2.5
"low2394",41,0.106286795757474
"low2395",43,0.195466539541223
"low2396",37,4
"low2397",21,0.174969387969941
"low2398",41,0.106286795757474
"low2399",42,0.185291711866986
"low24",29,4
"low240",63,-2
"low2400",43,0.195466539541223
"low2401",41,0.106286795757474
"low2402",42,0.185291711866986
"low2403",41,0.106286795757474
"low2404",40,6.96198490740555
"low2405",40,6.96198490740555
"low2406",41,0.106286795757474
"low2407",44,0.08229957
"low2408",38,2.5
"low2409",38,2.5
"low241",63,-2
"low2410",23,0.195290625734048
"low2411",40,6.96198490740555
"low2412",39,6.27029602260378
"low2413",42,0.185291711866986
"low2414",39,6.27029602260378
"low2415",44,0.08229957
"low2416",43,0.195466539541223
"low2417",40,6.96198490740555
"low2418",37,4
"low2419",38,2.5
"low242",64,3.625
"low2420",44,0.08229957
"low2421",22,0.1585275019832
"low2422",22,0.1585275019832
"low2423",43,0.195466539541223
"low2424",24,0.200014840066845
"low2425",43,0.195466539541223
"low2426",22,0.1585275019832
"low2427",41,0.106286795757474
"low2428",24,0.200014840066845
"low2429",42,0.185291711866986
"low243",32,2.52739040759141
"low2430",40,6.96198490740555
"low2431",24,0.200014840066845
"low2432",43,0.195466539541223
"low2433",39,6.27029602260378
"low2434",37,4
"low2435",43,0.195466539541223
"low2436",21,0.174969387969941
"low2437",24,0.200014840066845
"low2438",24,0.200014840066845
"low2439",39,6.27029602260378
"low244",63,-2
"low2440",42,0.185291711866986
"low2441",21,0.174969387969941
"low2442",44,0.08229957
"low2443",39,6.27029602260378
"low2444",43,0.195466539541223
"low2445",41,0.106286795757474
"low2446",42,0.185291711866986
"low2447",39,6.27029602260378
"low2448",37,4
"low2449",38,2.5
"low245",19,0.120725663548369
"low2450",42,0.185291711866986
"low2451",23,0.195290625734048
"low2452",23,0.195290625734048
"low2453",41,0.106286795757474
"low2454",41,0.106286795757474
"low2455",44,0.08229957
"low2456",22,0.1585275019832
"low2457",21,0.174969387969941
"low2458",40,6.96198490740555
"low2459",23,0.195290625734048
"low246",18,0.147047058600875
"low2460",44,0.08229957
"low2461",40,6.96198490740555
"low2462",22,0.1585275019832
"low2463",23,0.195290625734048
"low2464",24,0.200014840066845
"low2465",40,6.96198490740555
"low2466",21,0.174969387969941
"low2467",37,4
"low2468",44,0.08229957
"low2469",22,0.1585275019832
"low247",17,0.106696525376334
"low2470",23,0.195290625734048
"low2471",43,0.195466539541223
"low2472",38,2.5
"low2473",21,0.174969387969941
"low2474",24,0.200014840066845
"low2475",43,0.195466539541223
"low2476",38,2.5
"low2477",43,0.195466539541223
"low2478",23,0.195290625734048
"low2479",22,0.1585275019832
"low248",61,2
"low2480",22,0.1585275019832
"low2481",38,2.5
"low2482",37,4
"low2483",43,0.195466539541223
"low2484",39,6.27029602260378
"low2485",23,0.195290625734048
"low2486",23,0.195290625734048
"low2487",24,0.200014840066845
"low2488",44,0.08229957
"low2489",37,4
"low249",61,2
"low2490",24,0.200014840066845
"low2491",37,4
"low2492",41,0.106286795757474
"low2493",38,2.5
"low2494",42,0.185291711866986
"low2495",38,2.5
"low2496",21,0.174969387969941
"low2497",42,0.185291711866986
"low2498",42,0.185291711866986
"low2499",44,0.08229957
"low25",36,0.0940840672965854
"low250",31,2
"low2500",22,0.1585275019832
"low2501",37,4
"low2502",43,0.195466539541223
"low2503",40,6.96198490740555
"low2504",21,0.174969387969941
"low2505",39,6.27029602260378
"low2506",44,0.08229957
"low2507",41,0.106286795757474
"low2508",24,0.200014840066845
"low2509",22,0.1585275019832
"low251",33,0.0995898753689496
"low2510",22,0.1585275019832
"low2511",37,4
"low2512",24,0.200014840066845
"low2513",21,0.174969387969941
"low2514",40,6.96198490740555
"low2515",43,0.195466539541223
"low2516",38,2.5
"low2517",40,6.96198490740555
"low2518",40,6.96198490740555
"low2519",21,0.174969387969941
"low252",30,10
"low2520",38,2.5
"low2521",24,0.200014840066845
"low2522",39,6.27029602260378
"low2523",40,6.96198490740555
"low2524",21,0.174969387969941
"low2525",22,0.1585275019832
"low2526",37,4
"low2527",21,0.174969387969941
"low2528",42,0.185291711866986
"low2529",43,0.195466539541223
"low253",20,0.156759654487529
"low2530",43,0.195466539541223
"low2531",40,6.96198490740555
"low2532",23,0.195290625734048
"low2533",24,0.200014840066845
"low2534",39,6.27029602260378
"low2535",43,0.195466539541223
"low2536",21,0.174969387969941
"low2537",24,0.200014840066845
"low2538",44,0.08229957
"low2539",23,0.195290625734048
"low254",64,3.625
"low2540",44,0.08229957
"low2541",21,0.174969387969941
"low2542",44,0.08229957
"low2543",21,0.174969387969941
"low2544",39,6.27029602260378
"low2545",23,0.195290625734048
"low2546",22,0.1585275019832
"low2547",43,0.195466539541223
"low2548",38,2.5
"low2549",24,0.200014840066845
"low255",64,3.625
"low2550",40,6.96198490740555
"low2551",40,6.96198490740555
"low2552",24,0.200014840066845
"low2553",24,0.200014840066845
"low2554",21,0.174969387969941
"low2555",22,0.1585275019832
"low2556",43,0.195466539541223
"low2557",21,0.174969387969941
"low2558",43,0.195466539541223
"low2559",22,0.1585275019832
"low256",60,1.6862483115362
"low2560",24,0.200014840066845
"low2561",42,0.185291711866986
"low2562",21,0.174969387969941
"low2563",22,0.1585275019832
"low2564",21,0.174969387969941
"low2565",39,6.27029602260378
"low2566",22,0.1585275019832
"low2567",23,0.195290625734048
"low2568",39,6.27029602260378
"low2569",24,0.200014840066845
"low257",34,0.0496296933010442
"low2570",22,0.1585275019832
"low2571",23,0.195290625734048
"low2572",40,6.96198490740555
"low2573",23,0.195290625734048
"low2574",37,4
"low2575",41,0.106286795757474
"low2576",24,0.200014840066845
"low2577",22,0.1585275019832
"low2578",37,4
"low2579",42,0.185291711866986
"low258",29,4
"low2580",43,0.195466539541223
"low2581",21,0.174969387969941
"low2582",39,6.27029602260378
"low2583",42,0.185291711866986
"low2584",23,0.195290625734048
"low2585",21,0.174969387969941
"low2586",37,4
"low2587",23,0.195290625734048
"low2588",23,0.195290625734048
"low2589",24,0.200014840066845
"low259",63,-2
"low2590",44,0.08229957
"low2591",38,2.5
"low2592",40,6.96198490740555
"low2593",40,6.96198490740555
"low2594",22,0.1585275019832
"low2595",37,4
"low2596",23,0.195290625734048
"low2597",21,0.174969387969941
"low2598",24,0.200014840066845
"low2599",39,6.27029602260378
"low26",61,2
"low260",35,0.122643947648726
"low2600",42,0.185291711866986
"low2601",41,0.106286795757474
"low2602",21,0.174969387969941
"low2603",39,6.27029602260378
"low2604",39,6.27029602260378
"low2605",37,4
"low2606",24,0.200014840066845
"low2607",39,6.27029602260378
"low2608",37,4
"low2609",40,6.96198490740555
"low261",19,0.120725663548369
"low2610",37,4
"low2611",23,0.195290625734048
"low2612",22,0.1585275019832
"low2613",41,0.106286795757474
"low2614",40,6.96198490740555
"low2615",23,0.195290625734048
"low2616",41,0.106286795757474
"low2617",22,0.1585275019832
"low2618",42,0.185291711866986
"low2619",24,0.200014840066845
"low262",34,0.0496296933010442
"low2620",42,0.185291711866986
"low2621",42,0.185291711866986
"low2622",41,0.106286795757474
"low2623",37,4
"low2624",38,2.5
"low2625",43,0.195466539541223
"low2626",37,4
"low2627",42,0.185291711866986
"low2628",38,2.5
"low2629",39,6.27029602260378
"low263",32,2.52739040759141
"low2630",37,4
"low2631",22,0.1585275019832
"low2632",24,0.200014840066845
"low2633",24,0.200014840066845
"low2634",21,0.174969387969941
"low2635",42,0.185291711866986
"low2636",42,0.185291711866986
"low2637",38,2.5
"low2638",42,0.185291711866986
"low2639",42,0.185291711866986
"low264",60,1.6862483115362
"low2640",44,0.08229957
"low2641",38,2.5
"low2642",24,0.200014840066845
"low2643",41,0.106286795757474
"low2644",41,0.106286795757474
"low2645",21,0.174969387969941
"low2646",44,0.08229957
"low2647",40,6.96198490740555
"low2648",24,0.200014840066845
"low2649",21,0.174969387969941
"low265",34,0.0496296933010442
"low2650",37,4
"low2651",39,6.27029602260378
"low2652",24,0.200014840066845
"low2653",37,4
"low2654",43,0.195466539541223
"low2655",39,6.27029602260378
"low2656",41,0.106286795757474
"low2657",44,0.08229957
"low2658",42,0.185291711866986
"low2659",24,0.200014840066845
"low266",33,0.0995898753689496
"low2660",38,2.5
"low2661",44,0.08229957
"low2662",39,6.27029602260378
"low2663",38,2.5
"low2664",38,2.5
"low2665",41,0.106286795757474
"low2666",24,0.200014840066845
"low2667",22,0.1585275019832
"low2668",44,0.08229957
"low2669",21,0.174969387969941
"low267",58,1
"low2670",22,0.1585275019832
"low2671",38,2.5
"low2672",41,0.106286795757474
"low2673",23,0.195290625734048
"low2674",24,0.200014840066845
"low2675",43,0.195466539541223
"low2676",44,0.08229957
"low2677",38,2.5
"low2678",38,2.5
"low2679",43,0.195466539541223
"low268",64,3.625
"low2680",38,2.5
"low2681",24,0.200014840066845
"low2682",37,4
"low2683",38,2.5
"low2684",22,0.1585275019832
"low2685",42,0.185291711866986
"low2686",40,6.96198490740555
"low2687",44,0.08229957
"low2688",40,6.96198490740555
"low2689",21,0.174969387969941
"low269",62,2
"low2690",24,0.200014840066845
"low2691",23,0.195290625734048
"low2692",43,0.195466539541223
"low2693",22,0.1585275019832
"low2694",42,0.185291711866986
"low2695",40,6.96198490740555
"low2696",23,0.195290625734048
"low2697",41,0.106286795757474
"low2698",23,0.195290625734048
"low2699",42,0.185291711866986
"low27",58,1
"low270",62,2
"low2700",39,6.27029602260378
"low2701",38,2.5
"low2702",22,0.1585275019832
"low2703",38,2.5
"low2704",38,2.5
"low2705",37,4
"low2706",23,0.195290625734048
"low2707",44,0.08229957
"low2708",42,0.185291711866986
"low2709",23,0.195290625734048
"low271",29,4
"low2710",43,0.195466539541223
"low2711",23,0.195290625734048
"low2712",42,0.185291711866986
"low2713",40,6.96198490740555
"low2714",39,6.27029602260378
"low2715",23,0.195290625734048
"low2716",43,0.195466539541223
"low2717",22,0.1585275019832
"low2718",41,0.106286795757474
"low2719",38,2.5
"low272",58,1
"low2720",40,6.96198490740555
"low2721",37,4
"low2722",24,0.200014840066845
"low2723",41,0.106286795757474
"low2724",22,0.1585275019832
"low2725",42,0.185291711866986
"low2726",44,0.08229957
"low2727",43,0.195466539541223
"low2728",24,0.200014840066845
"low2729",41,0.106286795757474
"low273",63,-2
"low2730",38,2.5
"low2731",43,0.195466539541223
"low2732",38,2.5
"low2733",40,6.96198490740555
"low2734",39,6.27029602260378
"low2735",22,0.1585275019832
"low2736",38,2.5
"low2737",41,0.106286795757474
"low2738",42,0.185291711866986
"low2739",41,0.106286795757474
"low274",60,1.6862483115362
"low2740",37,4
"low2741",43,0.195466539541223
"low2742",24,0.200014840066845
"low2743",37,4
"low2744",21,0.174969387969941
"low2745",39,6.27029602260378
"low2746",21,0.174969387969941
"low2747",38,2.5
"low2748",44,0.08229957
"low2749",24,0.200014840066845
"low275",36,0.0940840672965854
"low2750",37,4
"low2751",37,4
"low2752",38,2.5
"low2753",38,2.5
"low2754",23,0.195290625734048
"low2755",39,6.27029602260378
"low2756",41,0.106286795757474
"low2757",21,0.174969387969941
"low2758",21,0.174969387969941
"low2759",23,0.195290625734048
"low276",36,0.0940840672965854
"low2760",24,0.200014840066845
"low2761",42,0.185291711866986
"low2762",40,6.96198490740555
"low2763",43,0.195466539541223
"low2764",24,0.200014840066845
"low2765",24,0.200014840066845
"low2766",39,6.27029602260378
"low2767",42,0.185291711866986
"low2768",42,0.185291711866986
"low2769",24,0.200014840066845
"low277",36,0.0940840672965854
"low2770",41,0.106286795757474
"low2771",40,6.96198490740555
"low2772",42,0.185291711866986
"low2773",24,0.200014840066845
"low2774",39,6.27029602260378
"low2775",38,2.5
"low2776",39,6.27029602260378
"low2777",38,2.5
"low2778",40,6.96198490740555
"low2779",37,4
"low278",58,1
"low2780",38,2.5
"low2781",42,0.185291711866986
"low2782",24,0.200014840066845
"low2783",23,0.195290625734048
"low2784",38,2.5
"low2785",41,0.106286795757474
"low2786",23,0.195290625734048
"low2787",44,0.08229957
"low2788",42,0.185291711866986
"low2789",22,0.1585275019832
"low279",20,0.156759654487529
"low2790",44,0.08229957
"low2791",21,0.174969387969941
"low2792",38,2.5
"low2793",23,0.195290625734048
"low2794",21,0.174969387969941
"low2795",42,0.185291711866986
"low2796",24,0.200014840066845
"low2797",40,6.96198490740555
"low2798",38,2.5
"low2799",42,0.185291711866986
"low28",61,2
"low280",63,-2
"low2800",43,0.195466539541223
"low2801",44,0.08229957
"low2802",24,0.200014840066845
"low2803",38,2.5
"low2804",42,0.185291711866986
"low2805",44,0.08229957
"low2806",44,0.08229957
"low2807",43,0.195466539541223
"low2808",23,0.195290625734048
"low2809",40,6.96198490740555
"low281",59,-0.8
"low2810",41,0.106286795757474
"low2811",23,0.195290625734048
"low2812",24,0.200014840066845
"low2813",23,0.195290625734048
"low2814",43,0.195466539541223
"low2815",22,0.1585275019832
"low2816",23,0.195290625734048
"low2817",43,0.195466539541223
"low2818",41,0.106286795757474
"low2819",42,0.185291711866986
"low282",60,1.6862483115362
"low2820",41,0.106286795757474
"low2821",37,4
"low2822",43,0.195466539541223
"low2823",37,4
"low2824",39,6.27029602260378
"low2825",23,0.195290625734048
"low2826",40,6.96198490740555
"low2827",24,0.200014840066845
"low2828",23,0.195290625734048
"low2829",24,0.200014840066845
"low283",33,0.0995898753689496
"low2830",44,0.08229957
"low2831",38,2.5
"low2832",37,4
"low2833",39,6.27029602260378
"low2834",37,4
"low2835",43,0.195466539541223
"low2836",21,0.174969387969941
"low2837",43,0.195466539541223
"low2838",44,0.08229957
"low2839",22,0.1585275019832
"low284",62,2
"low2840",22,0.1585275019832
"low2841",23,0.195290625734048
"low2842",40,6.96198490740555
"low2843",22,0.1585275019832
"low2844",42,0.185291711866986
"low2845",39,6.27029602260378
"low2846",39,6.27029602260378
"low2847",23,0.195290625734048
"low2848",37,4
"low2849",37,4
"low285",62,2
"low2850",38,2.5
"low2851",42,0.185291711866986
"low2852",21,0.174969387969941
"low2853",44,0.08229957
"low2854",39,6.27029602260378
"low2855",23,0.195290625734048
"low2856",41,0.106286795757474
"low2857",37,4
"low2858",44,0.08229957
"low2859",44,0.08229957
"low286",20,0.156759654487529
"low2860",41,0.106286795757474
"low2861",38,2.5
"low2862",42,0.185291711866986
"low2863",43,0.195466539541223
"low2864",21,0.174969387969941
"low2865",42,0.185291711866986
"low2866",43,0.195466539541223
"low2867",44,0.08229957
"low2868",23,0.195290625734048
"low2869",43,0.195466539541223
"low287",32,2.52739040759141
"low2870",22,0.1585275019832
"low2871",22,0.1585275019832
"low2872",24,0.200014840066845
"low2873",38,2.5
"low2874",40,6.96198490740555
"low2875",44,0.08229957
"low2876",42,0.185291711866986
"low2877",41,0.106286795757474
"low2878",43,0.195466539541223
"low2879",37,4
"low288",35,0.122643947648726
"low2880",37,4
"low2881",23,0.195290625734048
"low2882",21,0.174969387969941
"low2883",37,4
"low2884",24,0.200014840066845
"low2885",21,0.174969387969941
"low2886",40,6.96198490740555
"low2887",22,0.1585275019832
"low2888",40,6.96198490740555
"low2889",42,0.185291711866986
"low289",20,0.156759654487529
"low2890",23,0.195290625734048
"low2891",43,0.195466539541223
"low2892",42,0.185291711866986
"low2893",38,2.5
"low2894",42,0.185291711866986
"low2895",39,6.27029602260378
"low2896",39,6.27029602260378
"low2897",24,0.200014840066845
"low2898",21,0.174969387969941
"low2899",21,0.174969387969941
"low29",18,0.147047058600875
"low290",35,0.122643947648726
"low2900",22,0.1585275019832
"low2901",38,2.5
"low2902",21,0.174969387969941
"low2903",42,0.185291711866986
"low2904",40,6.96198490740555
"low2905",23,0.195290625734048
"low2906",39,6.27029602260378
"low2907",44,0.08229957
"low2908",22,0.1585275019832
"low2909",22,0.1585275019832
"low291",35,0.122643947648726
"low2910",38,2.5
"low2911",42,0.185291711866986
"low2912",43,0.195466539541223
"low2913",42,0.185291711866986
"low2914",22,0.1585275019832
"low2915",22,0.1585275019832
"low2916",38,2.5
"low2917",42,0.185291711866986
"low2918",44,0.08229957
"low2919",41,0.106286795757474
"low292",34,0.0496296933010442
"low2920",43,0.195466539541223
"low2921",42,0.185291711866986
"low2922",21,0.174969387969941
"low2923",40,6.96198490740555
"low2924",22,0.1585275019832
